FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,BIRTHDATE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,GAMES_PLAYED_FLAG,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
Garrison,Mathews,Garrison Mathews,1996-10-24T00:00:00,Lipscomb,USA,6-6,215,4,Guard,Active,1610612737,Hawks,2019,2023,Y,Y,Undrafted,Undrafted,N
Bennedict,Mathurin,Bennedict Mathurin,2002-06-19T00:00:00,Arizona,Canada,6-5,210,1,Guard-Forward,Active,1610612754,Pacers,2022,2023,N,Y,1,6,N
Wesley,Matthews,Wesley Matthews,1986-10-14T00:00:00,Marquette,USA,6-5,220,14,Guard,Active,1610612737,Hawks,2009,2023,N,Y,Undrafted,Undrafted,N
Tyrese,Maxey,Tyrese Maxey,2000-11-04T00:00:00,Kentucky,USA,6-2,200,3,Guard,Active,1610612755,76ers,2020,2023,N,Y,1,21,N
Miles,McBride,Miles McBride,2000-09-08T00:00:00,West Virginia,USA,6-2,195,2,Guard,Active,1610612752,Knicks,2021,2023,Y,Y,2,36,N
Mac,McClung,Mac McClung,1999-01-06T00:00:00,Texas Tech,USA,6-2,185,2,Guard,Active,1610612753,Magic,2021,2023,Y,Y,Undrafted,Undrafted,N
CJ,McCollum,CJ McCollum,1991-09-19T00:00:00,Lehigh,USA,6-3,190,10,Guard,Active,1610612740,Pelicans,2013,2023,Y,Y,1,10,N
T.J.,McConnell,T.J. McConnell,1992-03-25T00:00:00,Arizona,USA,6-1,190,8,Guard,Active,1610612754,Pacers,2015,2023,N,Y,0,,N
Jaden,McDaniels,Jaden McDaniels,2000-09-29T00:00:00,Washington,USA,6-9,185,3,Forward,Active,1610612750,Timberwolves,2020,2023,N,Y,1,28,N
Jalen,McDaniels,Jalen McDaniels,1998-01-31T00:00:00,San Diego State,USA,6-9,205,4,Forward-Center,Active,1610612761,Raptors,2019,2023,Y,Y,2,52,N
Doug,McDermott,Doug McDermott,1992-01-03T00:00:00,Creighton,USA,6-6,225,9,Forward,Active,1610612759,Spurs,2014,2023,N,Y,1,11,N
JaVale,McGee,JaVale McGee,1988-01-19T00:00:00,Nevada,USA,7-0,270,15,Center-Forward,Active,1610612758,Kings,2008,2023,N,Y,1,18,N
Bryce,McGowens,Bryce McGowens,2002-11-08T00:00:00,Nebraska,USA,6-6,175,1,Guard,Active,1610612766,Hornets,2022,2023,Y,Y,2,40,N
Rodney,McGruder,Rodney McGruder,1991-07-29T00:00:00,Kansas State,USA,6-4,205,7,Guard,Active,1610612744,Warriors,2016,2023,Y,Y,Undrafted,Undrafted,N
Jordan,McLaughlin,Jordan McLaughlin,1996-04-09T00:00:00,Southern California,USA,6-0,185,4,Guard,Active,1610612750,Timberwolves,2019,2023,Y,Y,Undrafted,Undrafted,N
De'Anthony,Melton,De'Anthony Melton,1998-05-28T00:00:00,Southern California,USA,6-2,200,5,Guard,Active,1610612755,76ers,2018,2023,Y,Y,2,46,N
Sam,Merrill,Sam Merrill,1996-05-15T00:00:00,Utah State,USA,6-4,205,3,Guard,Active,1610612739,Cavaliers,2020,2023,Y,Y,2,60,N
Chimezie,Metu,Chimezie Metu,1997-03-22T00:00:00,Southern California,USA,6-9,225,5,Forward-Center,Active,1610612756,Suns,2018,2023,Y,Y,2,49,N
Khris,Middleton,Khris Middleton,1991-08-12T00:00:00,Texas A&M,USA,6-7,222,11,Forward,Active,1610612749,Bucks,2012,2023,Y,Y,2,39,N
Patty,Mills,Patty Mills,1988-08-11T00:00:00,St. Mary's,Australia,6-0,180,14,Guard,Active,1610612737,Hawks,2009,2023,Y,Y,2,55,N
Shake,Milton,Shake Milton,1996-09-26T00:00:00,Southern Methodist,USA,6-5,205,5,Guard-Forward,Active,1610612750,Timberwolves,2018,2023,Y,Y,2,54,N
Josh,Minott,Josh Minott,2002-11-25T00:00:00,Memphis,USA,6-8,205,1,Forward,Active,1610612750,Timberwolves,2022,2023,Y,Y,2,45,N
Davion,Mitchell,Davion Mitchell,1998-09-05T00:00:00,Baylor,USA,6-0,202,2,Guard,Active,1610612758,Kings,2021,2023,N,Y,1,9,N
Donovan,Mitchell,Donovan Mitchell,1996-09-07T00:00:00,Louisville,USA,6-1,215,6,Guard,Active,1610612739,Cavaliers,2017,2023,N,Y,1,13,N
Evan,Mobley,Evan Mobley,2001-06-18T00:00:00,Southern California,USA,6-11,215,2,Center,Active,1610612739,Cavaliers,2021,2023,N,Y,1,3,N
Isaiah,Mobley,Isaiah Mobley,1999-09-24T00:00:00,Southern California,USA,6-8,238,1,Forward,Active,1610612739,Cavaliers,2022,2023,Y,Y,2,49,N
Chima,Moneke,Chima Moneke,1995-12-24T00:00:00,Cal-Davis,Nigeria,6-5,223,1,Forward,Inactive,0,,2022,2022,Y,Y,Undrafted,Undrafted,N
Malik,Monk,Malik Monk,1998-02-04T00:00:00,Kentucky,USA,6-3,200,6,Guard,Active,1610612758,Kings,2017,2023,Y,Y,1,11,N
Moses,Moody,Moses Moody,2002-05-31T00:00:00,Arkansas,USA,6-5,211,2,Guard,Active,1610612744,Warriors,2021,2023,Y,Y,1,14,N
Xavier,Moon,Xavier Moon,1995-01-02T00:00:00,Morehead State,USA,6-0,165,2,Guard,Active,1610612746,Clippers,2021,2023,Y,Y,Undrafted,Undrafted,N
Wendell,Moore Jr.,Wendell Moore Jr.,2001-09-18T00:00:00,Duke,USA,6-5,215,1,Guard,Active,1610612750,Timberwolves,2022,2023,Y,Y,1,26,N
Ja,Morant,Ja Morant,1999-08-10T00:00:00,Murray State,USA,6-2,174,4,Guard,Active,1610612763,Grizzlies,2019,2023,N,Y,1,2,N
Markieff,Morris,Markieff Morris,1989-09-02T00:00:00,Kansas,USA,6-9,245,12,Forward,Active,1610612742,Mavericks,2011,2023,N,Y,1,13,N
Monte,Morris,Monte Morris,1995-06-27T00:00:00,Iowa State,USA,6-2,183,6,Guard,Active,1610612765,Pistons,2017,2023,Y,Y,2,51,N
Marcus,Morris Sr.,Marcus Morris Sr.,1989-09-02T00:00:00,Kansas,USA,6-8,218,12,Forward,Active,1610612746,Clippers,2011,2023,Y,Y,1,14,N
Trey,Murphy III,Trey Murphy III,2000-06-18T00:00:00,Virginia,USA,6-8,206,2,Forward,Active,1610612740,Pelicans,2021,2023,Y,Y,1,17,N
Dejounte,Murray,Dejounte Murray,1996-09-19T00:00:00,Washington,USA,6-5,180,6,Guard,Active,1610612737,Hawks,2016,2023,Y,Y,1,29,N
Jamal,Murray,Jamal Murray,1997-02-23T00:00:00,Kentucky,Canada,6-4,215,6,Guard,Active,1610612743,Nuggets,2016,2023,N,Y,1,7,N
Keegan,Murray,Keegan Murray,2000-08-19T00:00:00,Iowa,USA,6-8,225,1,Forward,Active,1610612758,Kings,2022,2023,N,Y,1,4,N
Mike,Muscala,Mike Muscala,1991-07-01T00:00:00,Bucknell,USA,6-11,240,10,Forward-Center,Active,1610612764,Wizards,2013,2023,Y,Y,2,44,N
Svi,Mykhailiuk,Svi Mykhailiuk,1997-06-10T00:00:00,Kansas,Ukraine,6-7,205,5,Guard-Forward,Active,1610612738,Celtics,2018,2023,Y,Y,2,47,N
Larry,Nance Jr.,Larry Nance Jr.,1993-01-01T00:00:00,Wyoming,USA,6-8,245,8,Forward-Center,Active,1610612740,Pelicans,2015,2023,N,Y,1,27,N
Andrew,Nembhard,Andrew Nembhard,2000-01-16T00:00:00,Gonzaga,Canada,6-3,191,1,Guard-Forward,Active,1610612754,Pacers,2022,2023,N,Y,2,31,N
Aaron,Nesmith,Aaron Nesmith,1999-10-16T00:00:00,Vanderbilt,USA,6-5,215,3,Guard-Forward,Active,1610612754,Pacers,2020,2023,Y,Y,1,14,N
Raul,Neto,Raul Neto,1992-05-19T00:00:00,Murcia,Brazil,6-2,180,9,Guard,Inactive,1610612739,Cavaliers,2015,2022,Y,Y,2,47,N
Georges,Niang,Georges Niang,1993-06-17T00:00:00,Iowa State,USA,6-7,230,7,Forward,Active,1610612739,Cavaliers,2016,2023,Y,Y,2,50,N
Daishen,Nix,Daishen Nix,2002-02-13T00:00:00,NBA G League Ignite,USA,6-4,226,2,Guard,Active,1610612750,Timberwolves,2021,2023,Y,Y,Undrafted,Undrafted,N
Zeke,Nnaji,Zeke Nnaji,2001-01-09T00:00:00,Arizona,USA,6-9,240,3,Forward-Center,Active,1610612743,Nuggets,2020,2023,N,Y,1,22,N
Nerlens,Noel,Nerlens Noel,1994-04-10T00:00:00,Kentucky,USA,6-10,220,10,Center-Forward,Inactive,0,,2013,2022,N,Y,1,6,N
Jaylen,Nowell,Jaylen Nowell,1999-07-09T00:00:00,Washington,USA,6-4,201,4,Guard,Active,1610612758,Kings,2019,2023,Y,Y,2,43,N
Frank,Ntilikina,Frank Ntilikina,1998-07-28T00:00:00,Strasbourg IG,France,6-4,200,6,Guard,Active,1610612766,Hornets,2017,2023,N,Y,1,8,N
Kendrick,Nunn,Kendrick Nunn,1995-08-03T00:00:00,Oakland,USA,6-3,190,4,Guard,Inactive,1610612764,Wizards,2018,2022,Y,Y,Undrafted,Undrafted,N
Jusuf,Nurkic,Jusuf Nurkic,1994-08-23T00:00:00,Cedevita,Bosnia and Herzegovina,7-0,290,9,Center,Active,1610612756,Suns,2014,2023,N,Y,1,16,N
Jordan,Nwora,Jordan Nwora,1998-09-09T00:00:00,Louisville,USA,6-9,225,3,Forward,Active,1610612754,Pacers,2020,2023,Y,Y,2,45,N
Royce,O'Neale,Royce O'Neale,1993-06-05T00:00:00,Baylor,USA,6-6,226,6,Forward,Active,1610612751,Nets,2017,2023,Y,Y,Undrafted,Undrafted,N
Chuma,Okeke,Chuma Okeke,1998-08-18T00:00:00,Auburn,USA,6-8,229,3,Forward,Active,1610612753,Magic,2020,2023,Y,Y,1,16,N
Josh,Okogie,Josh Okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,6-4,213,5,Guard,Active,1610612756,Suns,2018,2023,N,Y,1,20,N
Onyeka,Okongwu,Onyeka Okongwu,2000-12-11T00:00:00,Southern California,USA,6-9,240,3,Forward-Center,Active,1610612737,Hawks,2020,2023,Y,Y,1,6,N
Isaac,Okoro,Isaac Okoro,2001-01-26T00:00:00,Auburn,USA,6-5,225,3,Forward-Guard,Active,1610612739,Cavaliers,2020,2023,N,Y,1,5,N
KZ,Okpala,KZ Okpala,1999-04-28T00:00:00,Stanford,USA,6-8,215,4,Forward-Guard,Inactive,0,,2019,2022,Y,Y,2,32,N
Victor,Oladipo,Victor Oladipo,1992-05-04T00:00:00,Indiana,USA,6-3,213,10,Guard,Active,1610612760,Thunder,2013,2023,N,Y,1,2,N
Kelly,Olynyk,Kelly Olynyk,1991-04-19T00:00:00,Gonzaga,Canada,6-11,240,10,Forward-Center,Active,1610612762,Jazz,2013,2023,N,Y,1,13,N
Eugene,Omoruyi,Eugene Omoruyi,1997-02-14T00:00:00,Oregon,Nigeria,6-6,235,2,Forward,Active,1610612764,Wizards,2021,2023,Y,Y,Undrafted,Undrafted,N
Cedi,Osman,Cedi Osman,1995-04-08T00:00:00,Anadolu Efes,Turkey,6-7,230,6,Forward,Active,1610612759,Spurs,2017,2023,Y,Y,2,31,N
Kelly,Oubre Jr.,Kelly Oubre Jr.,1995-12-09T00:00:00,Kansas,USA,6-6,203,8,Forward-Guard,Active,1610612755,76ers,2015,2023,N,Y,1,15,N
Chris,Paul,Chris Paul,1985-05-06T00:00:00,Wake Forest,USA,6-0,175,18,Guard,Active,1610612744,Warriors,2005,2023,N,Y,1,4,Y
Cameron,Payne,Cameron Payne,1994-08-08T00:00:00,Murray State,USA,6-1,183,8,Guard,Active,1610612749,Bucks,2015,2023,Y,Y,1,14,N
Gary,Payton II,Gary Payton II,1992-12-01T00:00:00,Oregon State,USA,6-2,195,7,Guard,Active,1610612744,Warriors,2016,2023,Y,Y,Undrafted,Undrafted,N
Theo,Pinson,Theo Pinson,1995-11-05T00:00:00,North Carolina,USA,6-7,212,6,Guard-Forward,Inactive,1610612742,Mavericks,2018,2022,Y,Y,Undrafted,Undrafted,N
Scotty,Pippen Jr.,Scotty Pippen Jr.,2000-11-10T00:00:00,Vanderbilt,USA,6-1,170,1,Guard,Active,1610612747,Lakers,2022,2023,Y,Y,Undrafted,Undrafted,N
Mason,Plumlee,Mason Plumlee,1990-03-05T00:00:00,Duke,USA,7-0,254,10,Forward-Center,Active,1610612746,Clippers,2013,2023,N,Y,1,22,N
Jakob,Poeltl,Jakob Poeltl,1995-10-15T00:00:00,Utah,Austria,7-1,245,7,Center,Active,1610612761,Raptors,2016,2023,Y,Y,1,9,N
Aleksej,Pokusevski,Aleksej Pokusevski,2001-12-26T00:00:00,Olympiacos,Serbia,7-0,210,3,Forward,Active,1610612760,Thunder,2020,2023,Y,Y,1,17,N
Jordan,Poole,Jordan Poole,1999-06-19T00:00:00,Michigan,USA,6-4,194,4,Guard,Active,1610612764,Wizards,2019,2023,Y,Y,1,28,N
Kevin,Porter Jr.,Kevin Porter Jr.,2000-05-04T00:00:00,Southern California,USA,6-4,203,4,Guard-Forward,Active,1610612745,Rockets,2019,2023,Y,Y,1,30,N
Michael,Porter Jr.,Michael Porter Jr.,1998-06-29T00:00:00,Missouri,USA,6-10,218,4,Forward,Active,1610612743,Nuggets,2018,2023,N,Y,1,14,N
Otto,Porter Jr.,Otto Porter Jr.,1993-06-03T00:00:00,Georgetown,USA,6-8,198,10,Forward,Active,1610612761,Raptors,2013,2023,N,Y,1,3,N
Bobby,Portis,Bobby Portis,1995-02-10T00:00:00,Arkansas,USA,6-11,250,8,Forward,Active,1610612749,Bucks,2015,2023,Y,Y,1,22,N
Kristaps,Porzingis,Kristaps Porzingis,1995-08-02T00:00:00,Cajasol Sevilla,Latvia,7-3,240,7,Forward-Center,Active,1610612738,Celtics,2015,2023,N,Y,1,4,N
Micah,Potter,Micah Potter,1998-04-06T00:00:00,Wisconsin,USA,6-8,248,2,Center,Active,1610612762,Jazz,2021,2023,Y,Y,Undrafted,Undrafted,N
Dwight,Powell,Dwight Powell,1991-07-20T00:00:00,Stanford,Canada,6-10,240,9,Forward-Center,Active,1610612742,Mavericks,2014,2023,Y,Y,2,45,N
Norman,Powell,Norman Powell,1993-05-25T00:00:00,UCLA,USA,6-4,215,8,Guard,Active,1610612746,Clippers,2015,2023,Y,Y,2,46,N
Jason,Preston,Jason Preston,1999-08-10T00:00:00,Ohio,USA,6-3,181,2,Guard,Inactive,1610612746,Clippers,2021,2022,Y,Y,2,33,N
Joshua,Primo,Joshua Primo,2002-12-24T00:00:00,Alabama,Canada,6-6,189,2,Guard,Active,1610612746,Clippers,2021,2023,Y,Y,1,12,N
Taurean,Prince,Taurean Prince,1994-03-22T00:00:00,Baylor,USA,6-6,218,7,Forward,Active,1610612747,Lakers,2016,2023,Y,Y,1,12,N
Payton,Pritchard,Payton Pritchard,1998-01-28T00:00:00,Oregon,USA,6-1,195,3,Guard,Active,1610612738,Celtics,2020,2023,N,Y,1,26,N
Trevelin,Queen,Trevelin Queen,1997-02-25T00:00:00,New Mexico State,USA,6-6,190,2,Guard,Active,1610612753,Magic,2021,2023,Y,Y,Undrafted,Undrafted,N
Neemias,Queta,Neemias Queta,1999-07-13T00:00:00,Utah State,Portugal,7-0,248,2,Center,Active,1610612738,Celtics,2021,2023,Y,Y,2,39,N
Immanuel,Quickley,Immanuel Quickley,1999-06-17T00:00:00,Kentucky,USA,6-2,190,3,Guard,Active,1610612752,Knicks,2020,2023,N,Y,1,25,N
Lester,Quinones,Lester Quinones,2000-11-16T00:00:00,Memphis,USA,6-4,208,1,Guard,Active,1610612744,Warriors,2022,2023,Y,Y,Undrafted,Undrafted,N
Julius,Randle,Julius Randle,1994-11-29T00:00:00,Kentucky,USA,6-8,250,9,Forward-Center,Active,1610612752,Knicks,2014,2023,N,Y,1,7,N
Austin,Reaves,Austin Reaves,1998-05-29T00:00:00,Oklahoma,USA,6-5,197,2,Guard,Active,1610612747,Lakers,2021,2023,N,Y,Undrafted,Undrafted,N
Cam,Reddish,Cam Reddish,1999-09-01T00:00:00,Duke,USA,6-7,217,4,Forward-Guard,Active,1610612747,Lakers,2019,2023,N,Y,1,10,N
Davon,Reed,Davon Reed,1995-06-11T00:00:00,Miami,USA,6-5,206,4,Guard,Inactive,0,,2017,2022,Y,Y,2,32,N
Paul,Reed,Paul Reed,1999-06-14T00:00:00,DePaul,USA,6-9,210,3,Forward,Active,1610612755,76ers,2020,2023,Y,Y,2,58,N
Naz,Reid,Naz Reid,1999-08-26T00:00:00,Louisiana State,USA,6-9,264,4,Center-Forward,Active,1610612750,Timberwolves,2019,2023,Y,Y,Undrafted,Undrafted,N
Jared,Rhoden,Jared Rhoden,1999-08-27T00:00:00,Seton Hall,USA,6-6,210,1,Guard,Active,1610612765,Pistons,2022,2023,Y,Y,Undrafted,Undrafted,N
Nick,Richards,Nick Richards,1997-11-29T00:00:00,Kentucky,Jamaica,7-0,245,3,Center,Active,1610612766,Hornets,2020,2023,Y,Y,2,42,N
Josh,Richardson,Josh Richardson,1993-09-15T00:00:00,Tennessee,USA,6-6,200,8,Guard,Active,1610612748,Heat,2015,2023,Y,Y,2,40,N
Austin,Rivers,Austin Rivers,1992-08-01T00:00:00,Duke,USA,6-4,200,12,Guard,Inactive,1610612750,Timberwolves,2012,2022,N,Y,1,10,N
Duncan,Robinson,Duncan Robinson,1994-04-22T00:00:00,Michigan,USA,6-7,215,5,Forward,Active,1610612748,Heat,2018,2023,Y,Y,Undrafted,Undrafted,N
Mitchell,Robinson,Mitchell Robinson,1998-04-01T00:00:00,Western Kentucky,USA,7-0,240,5,Center-Forward,Active,1610612752,Knicks,2018,2023,N,Y,2,36,N
Orlando,Robinson,Orlando Robinson,2000-07-10T00:00:00,Fresno State,USA,6-10,235,1,Center,Active,1610612748,Heat,2022,2023,Y,Y,Undrafted,Undrafted,N
Jeremiah,Robinson-Earl,Jeremiah Robinson-Earl,2000-11-03T00:00:00,Villanova,USA,6-8,240,2,Forward,Active,1610612760,Thunder,2021,2023,Y,Y,2,32,N
Isaiah,Roby,Isaiah Roby,1998-02-03T00:00:00,Nebraska,USA,6-8,230,4,Forward,Active,1610612752,Knicks,2019,2023,Y,Y,2,45,N
David,Roddy,David Roddy,2001-03-27T00:00:00,Colorado State,USA,6-4,255,1,Forward,Active,1610612763,Grizzlies,2022,2023,Y,Y,1,23,N
Ryan,Rollins,Ryan Rollins,2002-07-03T00:00:00,Toledo,USA,6-3,180,1,Guard,Active,1610612764,Wizards,2022,2023,Y,Y,2,44,N
Derrick,Rose,Derrick Rose,1988-10-04T00:00:00,Memphis,USA,6-3,200,14,Guard,Active,1610612763,Grizzlies,2008,2023,N,Y,1,1,N
Terrence,Ross,Terrence Ross,1991-02-05T00:00:00,Washington,USA,6-7,206,12,Guard-Forward,Inactive,1610612756,Suns,2012,2022,N,Y,1,8,N
Terry,Rozier,Terry Rozier,1994-03-17T00:00:00,Louisville,USA,6-1,190,8,Guard,Active,1610612766,Hornets,2015,2023,Y,Y,1,16,N
Ricky,Rubio,Ricky Rubio,1990-10-21T00:00:00,FC Barcelona,Spain,6-2,190,12,Guard,Active,1610612739,Cavaliers,2011,2023,N,Y,1,5,N
D'Angelo,Russell,D'Angelo Russell,1996-02-23T00:00:00,Ohio State,USA,6-4,193,8,Guard,Active,1610612747,Lakers,2015,2023,N,Y,1,2,N
Matt,Ryan,Matt Ryan,1997-04-17T00:00:00,Tennessee-Chattanooga,USA,6-6,215,2,Forward,Active,1610612750,Timberwolves,2021,2023,Y,Y,Undrafted,Undrafted,N
Domantas,Sabonis,Domantas Sabonis,1996-05-03T00:00:00,Gonzaga,Lithuania,7-1,240,7,Forward-Center,Active,1610612758,Kings,2016,2023,N,Y,1,11,N
Dario,Saric,Dario Saric,1994-04-08T00:00:00,Anadolu Efes,Croatia,6-10,225,6,Forward-Center,Active,1610612744,Warriors,2016,2023,N,Y,1,12,N
Olivier,Sarr,Olivier Sarr,1999-02-20T00:00:00,Kentucky,France,6-11,240,2,Center,Active,1610612760,Thunder,2021,2023,Y,Y,Undrafted,Undrafted,N
Jordan,Schakel,Jordan Schakel,1998-06-13T00:00:00,San Diego State,USA,6-6,200,3,Guard,Inactive,0,,2021,2022,Y,Y,Undrafted,Undrafted,N
Admiral,Schofield,Admiral Schofield,1997-03-30T00:00:00,Tennessee,United Kingdom,6-5,241,3,Forward,Active,1610612753,Magic,2019,2023,Y,Y,2,42,N
Dennis,Schroder,Dennis Schroder,1993-09-15T00:00:00,Braunschweig,Germany,6-1,172,10,Guard,Active,1610612761,Raptors,2013,2023,Y,Y,1,17,N
Dereon,Seabron,Dereon Seabron,2000-05-26T00:00:00,North Carolina State,USA,6-5,180,1,Guard,Active,1610612740,Pelicans,2022,2023,Y,Y,Undrafted,Undrafted,N
Alperen,Sengun,Alperen Sengun,2002-07-25T00:00:00,Besiktas,Turkey,6-11,243,2,Center,Active,1610612745,Rockets,2021,2023,N,Y,1,16,N
Collin,Sexton,Collin Sexton,1999-01-04T00:00:00,Alabama,USA,6-2,190,5,Guard,Active,1610612762,Jazz,2018,2023,N,Y,1,8,N
Landry,Shamet,Landry Shamet,1997-03-13T00:00:00,Wichita State,USA,6-4,190,5,Guard,Active,1610612764,Wizards,2018,2023,N,Y,1,26,N
Day'Ron,Sharpe,Day'Ron Sharpe,2001-11-06T00:00:00,North Carolina,USA,6-9,265,2,Center,Active,1610612751,Nets,2021,2023,Y,Y,1,29,N
Shaedon,Sharpe,Shaedon Sharpe,2003-05-30T00:00:00,Kentucky,Canada,6-5,200,1,Guard,Active,1610612757,Trail Blazers,2022,2023,N,Y,1,7,N
Pascal,Siakam,Pascal Siakam,1994-04-02T00:00:00,New Mexico State,Cameroon,6-8,230,7,Forward,Active,1610612761,Raptors,2016,2023,Y,Y,1,27,N
Chris,Silva,Chris Silva,1996-09-19T00:00:00,South Carolina,Gabon,6-8,234,5,Forward,Inactive,0,,2019,2022,Y,Y,Undrafted,Undrafted,N
Ben,Simmons,Ben Simmons,1996-07-20T00:00:00,Louisiana State,Australia,6-10,240,5,Guard-Forward,Active,1610612751,Nets,2016,2023,N,Y,1,1,N
Marko,Simonovic,Marko Simonovic,1999-10-15T00:00:00,                                   ,Montenegro,7-0,220,3,Center,Inactive,1610612741,Bulls,2021,2022,Y,Y,2,44,N
Anfernee,Simons,Anfernee Simons,1999-06-08T00:00:00,Edgewater HS (FL),USA,6-3,181,5,Guard,Active,1610612757,Trail Blazers,2018,2023,Y,Y,1,24,N
Jericho,Sims,Jericho Sims,1998-10-20T00:00:00,Texas,USA,6-10,250,2,Center,Active,1610612752,Knicks,2021,2023,Y,Y,2,58,N
Marcus,Smart,Marcus Smart,1994-03-06T00:00:00,Oklahoma State,USA,6-4,220,9,Guard,Active,1610612763,Grizzlies,2014,2023,Y,Y,1,6,N
Dru,Smith,Dru Smith,1997-12-30T00:00:00,Missouri,USA,6-3,203,1,Guard,Active,1610612748,Heat,2022,2023,Y,Y,Undrafted,Undrafted,N
Ish,Smith,Ish Smith,1988-07-05T00:00:00,Wake Forest,USA,6-0,175,14,Guard,Inactive,1610612743,Nuggets,2010,2022,Y,Y,Undrafted,Undrafted,N
Jalen,Smith,Jalen Smith,2000-03-16T00:00:00,Maryland,USA,6-9,215,3,Forward-Center,Active,1610612754,Pacers,2020,2023,Y,Y,1,10,N
Dennis,Smith Jr.,Dennis Smith Jr.,1997-11-25T00:00:00,North Carolina State,USA,6-2,205,6,Guard,Active,1610612751,Nets,2017,2023,N,Y,1,9,N
Jabari,Smith Jr.,Jabari Smith Jr.,2003-05-13T00:00:00,Auburn,USA,6-11,220,1,Forward,Active,1610612745,Rockets,2022,2023,N,Y,1,3,N
Jeremy,Sochan,Jeremy Sochan,2003-05-20T00:00:00,Baylor,Poland,6-8,230,1,Forward,Active,1610612759,Spurs,2022,2023,N,Y,1,9,N
Jaden,Springer,Jaden Springer,2002-09-25T00:00:00,Tennessee,USA,6-4,202,2,Guard,Active,1610612755,76ers,2021,2023,Y,Y,1,28,N
Lamar,Stevens,Lamar Stevens,1997-07-09T00:00:00,Penn State,USA,6-6,230,3,Forward,Active,1610612738,Celtics,2020,2023,N,Y,Undrafted,Undrafted,N
Isaiah,Stewart,Isaiah Stewart,2001-05-22T00:00:00,Washington,USA,6-8,250,3,Forward-Center,Active,1610612765,Pistons,2020,2023,N,Y,1,16,N
Max,Strus,Max Strus,1996-03-28T00:00:00,DePaul,USA,6-5,215,4,Guard-Forward,Active,1610612739,Cavaliers,2019,2023,Y,Y,Undrafted,Undrafted,N
Jalen,Suggs,Jalen Suggs,2001-06-03T00:00:00,Gonzaga,USA,6-5,205,2,Guard,Active,1610612753,Magic,2021,2023,N,Y,1,5,N
Edmond,Sumner,Edmond Sumner,1995-12-31T00:00:00,Xavier,USA,6-4,196,5,Guard,Active,1610612766,Hornets,2017,2023,Y,Y,2,52,N
Cole,Swider,Cole Swider,1999-05-08T00:00:00,Syracuse,USA,6-9,220,1,Forward,Active,1610612748,Heat,2022,2023,Y,Y,Undrafted,Undrafted,N
Jae'Sean,Tate,Jae'Sean Tate,1995-10-28T00:00:00,Ohio State,USA,6-5,230,3,Forward,Active,1610612745,Rockets,2020,2023,N,Y,Undrafted,Undrafted,N
Jayson,Tatum,Jayson Tatum,1998-03-03T00:00:00,Duke,USA,6-8,210,6,Forward-Guard,Active,1610612738,Celtics,2017,2023,N,Y,1,3,N
Terry,Taylor,Terry Taylor,1999-09-23T00:00:00,Austin Peay,USA,6-4,230,2,Forward,Active,1610612741,Bulls,2021,2023,Y,Y,Undrafted,Undrafted,N
Garrett,Temple,Garrett Temple,1986-05-08T00:00:00,Louisiana State,USA,6-6,195,13,Guard-Forward,Active,1610612761,Raptors,2009,2023,Y,Y,Undrafted,Undrafted,N
Dalen,Terry,Dalen Terry,2002-07-12T00:00:00,Arizona,USA,6-7,195,1,Forward,Active,1610612741,Bulls,2022,2023,Y,Y,1,18,N
Daniel,Theis,Daniel Theis,1992-04-04T00:00:00,Brose Bamberg,Germany,6-8,245,6,Forward-Center,Active,1610612754,Pacers,2017,2023,N,Y,Undrafted,Undrafted,N
Cam,Thomas,Cam Thomas,2001-10-13T00:00:00,Louisiana State,Japan,6-3,210,2,Guard,Active,1610612751,Nets,2021,2023,Y,Y,1,27,N
Klay,Thompson,Klay Thompson,1990-02-08T00:00:00,Washington State,USA,6-6,220,10,Guard,Active,1610612744,Warriors,2011,2023,N,Y,1,11,N
JT,Thor,JT Thor,2002-08-26T00:00:00,Auburn,USA,6-9,203,2,Forward,Active,1610612766,Hornets,2021,2023,Y,Y,2,37,N
Matisse,Thybulle,Matisse Thybulle,1997-03-04T00:00:00,Washington,USA,6-5,201,4,Guard-Forward,Active,1610612757,Trail Blazers,2019,2023,N,Y,1,20,N
Xavier,Tillman,Xavier Tillman,1999-01-12T00:00:00,Michigan State,USA,6-7,245,3,Forward,Active,1610612763,Grizzlies,2020,2023,Y,Y,2,35,N
Isaiah,Todd,Isaiah Todd,2001-10-17T00:00:00,                                   ,USA,6-9,219,3,Forward,Inactive,1610612764,Wizards,2021,2022,Y,Y,2,31,N
Obi,Toppin,Obi Toppin,1998-03-04T00:00:00,Dayton,USA,6-9,220,3,Forward,Active,1610612754,Pacers,2020,2023,N,Y,1,8,N
Juan,Toscano-Anderson,Juan Toscano-Anderson,1993-04-10T00:00:00,Marquette,USA,6-6,209,5,Forward,Inactive,1610612762,Jazz,2019,2022,Y,Y,Undrafted,Undrafted,N
